--- Step: Moving Down ---
7721, 11191, 7603, 7506, 7236, 81, 53, 80, 57, 52, 7468, 10867, 7423, 7434, 7375, 80, 54, 79, 58, 51, 6933, 10184, 7022, 6816, 6840, 71, 47, 80, 55, 53, 7418, 10703, 7383, 7406, 7131, 77, 50, 82, 56, 48, 7655, 11224, 7735, 7553, 7456, 84, 51, 82, 58, 56, 369, 440, 306, 299, 287, 2, 5, 4, 4, 1, 415, 552, 317, 316, 300, 6, 3, 6, 4, 3, 611, 802, 549, 554, 529, 5, 3, 4, 9, 7, 171, 215, 144, 146, 132, 4, 4, 2, 6, 5, 177, 200, 163, 167, 157, 3, 7, 3, 3, 4, 631, 879, 551, 548, 537, 10, 3, 8, 8, 4, 37, 23, 8, 5, 7, 1, 1, 2, 2, 4
7729, 11191, 7603, 7506, 7237, 81, 53, 80, 65, 52, 7463, 10867, 7416, 7434, 7373, 80, 51, 79, 59, 51, 6954, 10184, 7015, 6816, 6836, 71, 50, 80, 58, 53, 7447, 10703, 7376, 7406, 7118, 77, 55, 82, 65, 48, 7653, 11224, 7729, 7553, 7457, 84, 53, 82, 65, 56, 370, 440, 292, 299, 281, 2, 2, 4, 7, 1, 372, 552, 311, 316, 297, 6, 1, 6, 7, 3, 583, 802, 543, 554, 521, 5, 1, 4, 13, 7, 124, 215, 137, 146, 128, 4, 5, 2, 7, 5, 146, 200, 150, 167, 153, 3, 5, 3, 7, 4, 589, 879, 546, 548, 535, 10, 3, 8, 6, 4, 34, 23, 4, 5, 8, 1, 2, 2, 2, 4
7729, 11251, 7603, 7502, 7237, 86, 53, 89, 65, 58, 7463, 10904, 7416, 7427, 7373, 79, 51, 83, 59, 58, 6954, 10223, 7015, 6817, 6836, 74, 50, 80, 58, 55, 7447, 10760, 7376, 7391, 7118, 78, 55, 84, 65, 58, 7653, 11296, 7729, 7544, 7457, 87, 53, 85, 65, 64, 370, 450, 292, 284, 281, 8, 2, 8, 7, 5, 372, 524, 311, 314, 297, 10, 1, 7, 7, 5, 583, 851, 543, 547, 521, 7, 1, 12, 13, 9, 124, 223, 137, 134, 128, 3, 5, 7, 7, 5, 146, 173, 150, 156, 153, 2, 5, 7, 7, 3, 589, 905, 546, 538, 535, 9, 3, 10, 6, 9, 34, 16, 4, 5, 8, 6, 2, 1, 2, 4
7729, 11251, 7603, 7502, 7237, 86, 53, 89, 57, 58, 7459, 10904, 7415, 7427, 7373, 79, 57, 83, 58, 58, 6926, 10223, 7024, 6817, 6845, 74, 52, 80, 51, 55, 7441, 10760, 7378, 7391, 7126, 78, 54, 84, 57, 58, 7609, 11296, 7734, 7544, 7460, 87, 51, 85, 54, 64, 332, 450, 298, 284, 282, 8, 2, 8, 5, 5, 306, 524, 314, 314, 302, 10, 4, 7, 5, 5, 562, 851, 543, 547, 524, 7, 6, 12, 3, 9, 144, 223, 140, 134, 135, 3, 1, 7, 5, 5, 129, 173, 151, 156, 157, 2, 6, 7, 4, 3, 582, 905, 547, 538, 540, 9, 5, 10, 4, 9, 113, 16, 7, 5, 7, 6, 2, 1, 2, 4
7684, 11251, 7604, 7502, 7239, 86, 53, 89, 57, 58, 7459, 10904, 7415, 7427, 7373, 79, 57, 83, 58, 58, 6926, 10223, 7024, 6817, 6845, 74, 52, 80, 51, 55, 7441, 10760, 7378, 7391, 7126, 78, 54, 84, 57, 58, 7609, 11296, 7734, 7544, 7460, 87, 51, 85, 54, 64, 332, 450, 298, 284, 282, 1, 2, 5, 5, 10, 306, 473, 314, 314, 302, 4, 4, 4, 5, 6, 562, 795, 543, 548, 524, 1, 6, 2, 3, 3, 144, 153, 140, 141, 135, 6, 1, 7, 5, 2, 129, 159, 151, 152, 157, 5, 6, 4, 4, 3, 582, 826, 547, 546, 540, 2, 5, 3, 4, 7, 113, 29, 7, 2, 7, 3, 2, 5, 2, 3
7684, 11160, 7604, 7504, 7239, 78, 53, 82, 57, 54, 7459, 10835, 7415, 7429, 7373, 78, 57, 77, 58, 53, 6926, 10208, 7024, 6814, 6845, 69, 52, 74, 51, 49, 7441, 10739, 7378, 7395, 7126, 76, 54, 84, 57, 55, 7609, 11218, 7734, 7542, 7460, 79, 51, 86, 54, 50, 332, 428, 298, 289, 282, 1, 2, 5, 5, 10, 306, 473, 314, 314, 302, 4, 4, 4, 5, 6, 562, 795, 543, 548, 524, 1, 6, 2, 3, 3, 144, 153, 140, 141, 135, 6, 1, 7, 5, 2, 129, 159, 151, 152, 157, 5, 6, 4, 4, 3, 582, 826, 547, 546, 537, 2, 4, 3, 5, 7, 25, 29, 10, 2, 11, 3, 1, 5, 2, 3
7671, 11160, 7614, 7504, 7245, 78, 59, 82, 62, 54, 7445, 10835, 7431, 7429, 7377, 78, 58, 77, 62, 53, 6938, 10208, 7024, 6814, 6841, 69, 53, 74, 55, 49, 7404, 10739, 7391, 7395, 7130, 76, 55, 84, 58, 55, 7652, 11218, 7741, 7542, 7466, 79, 55, 86, 63, 50, 299, 428, 307, 289, 288, 1, 7, 5, 2, 10, 326, 473, 320, 314, 301, 4, 7, 4, 2, 6, 553, 795, 551, 548, 531, 1, 7, 2, 4, 3, 158, 153, 140, 141, 137, 6, 9, 7, 4, 2, 144, 159, 164, 152, 164, 5, 8, 4, 5, 3, 599, 826, 554, 546, 537, 2, 4, 3, 5, 7, 25, 29, 10, 2, 11, 3, 1, 5, 2, 3
7671, 11271, 7614, 7493, 7245, 87, 59, 80, 62, 51, 7445, 10970, 7431, 7428, 7377, 82, 58, 81, 62, 52, 6938, 10296, 7024, 6813, 6841, 80, 53, 76, 55, 45, 7404, 10775, 7391, 7393, 7130, 87, 55, 83, 58, 48, 7652, 11239, 7741, 7546, 7466, 88, 55, 77, 63, 55, 299, 562, 307, 288, 288, 10, 7, 2, 2, 7, 326, 545, 320, 304, 301, 9, 7, 3, 2, 6, 553, 913, 551, 546, 531, 10, 7, 5, 4, 7, 158, 299, 140, 138, 137, 7, 9, 7, 4, 7, 144, 251, 164, 153, 164, 8, 8, 3, 5, 7, 599, 881, 554, 539, 537, 11, 4, 5, 5, 6, 25, 75, 10, 1, 11, 3, 1, 2, 2, 3
7687, 11271, 7614, 7493, 7247, 87, 50, 80, 64, 51, 7389, 10970, 7430, 7428, 7379, 82, 51, 81, 68, 52, 6905, 10296, 7032, 6813, 6841, 80, 53, 76, 62, 45, 7308, 10775, 7384, 7393, 7132, 87, 50, 83, 66, 48, 7621, 11239, 7744, 7546, 7468, 88, 49, 77, 67, 55, 250, 562, 304, 288, 290, 10, 5, 2, 4, 7, 277, 545, 320, 304, 306, 9, 3, 3, 7, 6, 556, 913, 556, 546, 528, 10, 4, 5, 8, 7, 85, 299, 143, 138, 144, 7, 3, 7, 4, 7, 116, 251, 163, 153, 160, 8, 2, 3, 4, 7, 523, 881, 551, 539, 538, 11, 5, 5, 11, 6, 82, 75, 6, 1, 10, 3, 4, 2, 5, 3
7687, 11271, 7614, 7493, 7247, 87, 50, 80, 64, 51, 7389, 10970, 7430, 7428, 7379, 82, 51, 81, 68, 52, 6905, 10296, 7032, 6813, 6841, 80, 53, 76, 62, 45, 7308, 10775, 7384, 7393, 7132, 87, 50, 83, 66, 48, 7621, 11281, 7744, 7540, 7468, 71, 49, 85, 67, 55, 250, 432, 304, 286, 290, 3, 5, 3, 4, 2, 277, 484, 320, 312, 306, 3, 3, 5, 7, 5, 556, 846, 556, 551, 528, 7, 4, 3, 8, 5, 85, 189, 143, 137, 144, 2, 3, 3, 4, 2, 116, 165, 163, 150, 160, 2, 2, 5, 4, 2, 523, 861, 551, 540, 538, 2, 5, 3, 11, 6, 82, 62, 6, 14, 10, 2, 4, 5, 5, 5
