--- Step: Moving Down ---
7805, 11327, 7607, 7504, 7240, 85, 54, 84, 62, 56, 7531, 11060, 7427, 7438, 7380, 85, 52, 82, 62, 55, 6991, 10322, 7023, 6817, 6840, 77, 51, 75, 52, 51, 7409, 10866, 7381, 7393, 7131, 84, 56, 85, 59, 51, 7645, 11341, 7739, 7545, 7463, 88, 56, 87, 58, 56, 310, 504, 299, 293, 288, 6, 8, 5, 1, 3, 306, 551, 317, 315, 305, 4, 7, 6, 3, 8, 584, 877, 554, 549, 529, 4, 3, 5, 4, 10, 143, 267, 138, 137, 134, 0, 6, 5, 4, 3, 126, 239, 157, 151, 161, 2, 7, 7, 1, 4, 505, 911, 548, 542, 540, 9, 7, 10, 1, 6, 29, 50, 6, 3, 1, 5, 2, 2, 3, 4
7663, 11327, 7609, 7504, 7245, 85, 59, 84, 64, 56, 7440, 11060, 7427, 7438, 7379, 85, 56, 82, 60, 55, 6998, 10322, 7022, 6817, 6842, 77, 51, 75, 52, 51, 7409, 10866, 7381, 7393, 7131, 84, 56, 85, 59, 51, 7645, 11341, 7739, 7545, 7463, 88, 56, 87, 58, 56, 310, 504, 299, 293, 288, 6, 8, 5, 1, 3, 306, 551, 317, 315, 305, 4, 7, 6, 3, 8, 584, 814, 554, 552, 529, 7, 3, 6, 4, 6, 143, 187, 138, 139, 134, 6, 6, 5, 4, 5, 126, 184, 157, 154, 161, 5, 7, 10, 1, 7, 505, 836, 548, 546, 540, 7, 7, 10, 1, 8, 29, 26, 6, 12, 1, 5, 2, 1, 3, 3
7663, 11269, 7609, 7509, 7245, 80, 59, 82, 64, 60, 7440, 10981, 7427, 7427, 7379, 80, 56, 79, 60, 54, 6998, 10305, 7022, 6820, 6842, 75, 51, 82, 52, 54, 7409, 10846, 7381, 7391, 7131, 77, 56, 81, 59, 58, 7645, 11349, 7739, 7544, 7463, 79, 56, 81, 58, 56, 310, 453, 299, 292, 288, 7, 8, 9, 1, 12, 306, 452, 317, 311, 305, 5, 7, 13, 3, 6, 584, 814, 554, 552, 529, 7, 3, 6, 4, 6, 143, 187, 138, 139, 134, 6, 6, 5, 4, 5, 126, 184, 157, 154, 161, 5, 7, 10, 1, 7, 505, 836, 548, 546, 540, 7, 7, 10, 1, 8, 29, 26, 6, 12, 1, 5, 2, 1, 3, 3
7737, 11269, 7611, 7509, 7241, 80, 67, 82, 61, 60, 7481, 10981, 7424, 7427, 7383, 80, 65, 79, 56, 54, 6942, 10305, 7022, 6820, 6851, 75, 62, 82, 52, 54, 7432, 10846, 7381, 7391, 7135, 77, 66, 81, 53, 58, 7660, 11349, 7740, 7544, 7466, 79, 69, 81, 62, 56, 329, 453, 298, 292, 286, 7, 11, 9, 9, 12, 340, 452, 314, 311, 303, 5, 7, 13, 10, 6, 531, 814, 547, 552, 537, 7, 10, 6, 6, 6, 127, 187, 138, 139, 143, 6, 4, 5, 10, 5, 125, 184, 157, 154, 165, 5, 12, 10, 6, 7, 512, 836, 550, 546, 547, 7, 13, 10, 10, 8, 22, 26, 5, 12, 4, 5, 1, 1, 7, 3
7737, 11354, 7611, 7501, 7241, 69, 67, 77, 61, 63, 7481, 11063, 7424, 7433, 7383, 71, 65, 78, 56, 60, 6942, 10350, 7022, 6819, 6851, 69, 62, 72, 52, 57, 7432, 10852, 7381, 7397, 7135, 72, 66, 73, 53, 52, 7660, 11371, 7740, 7546, 7466, 72, 69, 77, 62, 58, 329, 490, 298, 287, 286, 6, 11, 2, 9, 7, 340, 513, 314, 304, 303, 3, 7, 1, 10, 10, 531, 846, 547, 547, 537, 2, 10, 2, 6, 12, 127, 193, 138, 146, 143, 9, 4, 1, 10, 6, 125, 229, 157, 152, 165, 7, 12, 3, 6, 7, 512, 890, 550, 553, 547, 3, 13, 7, 10, 12, 22, 34, 5, 7, 4, 6, 1, 3, 7, 4
7737, 11354, 7611, 7501, 7241, 69, 67, 77, 61, 63, 7516, 11063, 7420, 7433, 7383, 71, 58, 78, 58, 60, 7014, 10350, 7021, 6819, 6843, 69, 56, 72, 53, 57, 7479, 10852, 7375, 7397, 7126, 72, 54, 73, 54, 52, 7701, 11371, 7738, 7546, 7466, 72, 59, 77, 60, 58, 323, 490, 294, 287, 286, 6, 8, 2, 9, 7, 330, 513, 314, 304, 303, 3, 7, 1, 10, 10, 556, 846, 546, 547, 528, 2, 10, 2, 9, 12, 166, 193, 139, 146, 134, 9, 9, 1, 11, 6, 152, 229, 153, 152, 156, 7, 8, 3, 8, 7, 589, 890, 551, 553, 547, 3, 5, 7, 10, 12, 16, 34, 9, 7, 5, 6, 5, 3, 4, 4
7765, 11354, 7606, 7501, 7240, 69, 58, 77, 59, 63, 7516, 11063, 7420, 7433, 7383, 71, 58, 78, 58, 60, 7014, 10350, 7021, 6819, 6843, 69, 56, 72, 53, 57, 7479, 10852, 7375, 7397, 7126, 72, 54, 73, 54, 52, 7701, 11371, 7738, 7546, 7466, 72, 59, 77, 60, 58, 323, 490, 294, 287, 286, 6, 8, 2, 9, 6, 330, 483, 314, 310, 303, 5, 7, 9, 10, 8, 556, 819, 546, 548, 528, 8, 10, 8, 9, 5, 166, 238, 139, 138, 134, 4, 9, 7, 11, 4, 152, 185, 153, 149, 156, 2, 8, 4, 8, 6, 589, 847, 551, 539, 547, 3, 5, 9, 10, 6, 16, 64, 9, 3, 5, 1, 5, 4, 4, 1
7765, 11355, 7606, 7504, 7240, 87, 58, 78, 59, 53, 7516, 11040, 7420, 7429, 7383, 85, 58, 80, 58, 48, 7014, 10371, 7021, 6816, 6843, 81, 56, 71, 53, 46, 7479, 10878, 7375, 7393, 7126, 83, 54, 79, 54, 54, 7701, 11420, 7738, 7541, 7466, 88, 59, 82, 60, 53, 323, 414, 294, 282, 286, 2, 8, 8, 9, 6, 330, 483, 314, 310, 303, 5, 7, 9, 10, 8, 556, 819, 546, 548, 528, 8, 10, 8, 9, 5, 166, 238, 139, 138, 134, 4, 9, 7, 11, 4, 152, 185, 153, 149, 156, 2, 8, 4, 8, 6, 589, 847, 551, 539, 547, 3, 5, 9, 8, 6, 45, 64, 6, 3, 1, 1, 3, 4, 7, 1
7745, 11355, 7609, 7504, 7241, 87, 49, 78, 64, 53, 7554, 11040, 7433, 7429, 7383, 85, 52, 80, 65, 48, 7003, 10371, 7025, 6816, 6848, 81, 45, 71, 63, 46, 7507, 10878, 7385, 7393, 7130, 83, 50, 79, 61, 54, 7705, 11420, 7739, 7541, 7463, 88, 52, 82, 66, 53, 345, 414, 309, 282, 293, 2, 2, 8, 11, 6, 362, 483, 326, 310, 309, 5, 2, 9, 10, 8, 611, 819, 552, 548, 528, 8, 6, 8, 10, 5, 154, 238, 150, 138, 137, 4, 2, 7, 7, 4, 166, 185, 164, 149, 166, 2, 4, 4, 6, 6, 588, 847, 555, 539, 542, 3, 5, 9, 8, 6, 45, 64, 6, 3, 1, 1, 3, 4, 7, 1
7745, 11330, 7609, 7499, 7241, 80, 49, 78, 64, 48, 7554, 10973, 7433, 7423, 7383, 78, 52, 69, 65, 50, 7003, 10299, 7025, 6816, 6848, 75, 45, 72, 63, 43, 7507, 10865, 7385, 7389, 7130, 77, 50, 75, 61, 48, 7705, 11322, 7739, 7546, 7463, 83, 52, 75, 66, 49, 345, 444, 309, 279, 293, 2, 2, 0, 11, 8, 362, 497, 326, 304, 309, 2, 2, 7, 10, 5, 611, 859, 552, 543, 528, 8, 6, 5, 10, 5, 154, 205, 150, 133, 137, 5, 2, 3, 7, 7, 166, 198, 164, 150, 166, 1, 4, 2, 6, 8, 588, 832, 555, 539, 542, 0, 5, 5, 8, 7, 45, 73, 6, 8, 1, 3, 3, 4, 7, 1
7757, 11330, 7603, 7499, 7238, 80, 62, 78, 61, 48, 7535, 10973, 7426, 7423, 7382, 78, 64, 69, 61, 50, 6991, 10299, 7020, 6816, 6848, 75, 50, 72, 54, 43, 7462, 10865, 7383, 7389, 7137, 77, 59, 75, 64, 48, 7704, 11322, 7737, 7546, 7469, 83, 59, 75, 62, 49, 349, 444, 305, 279, 286, 2, 2, 0, 8, 8, 398, 497, 317, 304, 301, 2, 7, 7, 8, 5, 576, 859, 551, 543, 535, 8, 6, 5, 10, 5, 185, 205, 146, 133, 135, 5, 3, 3, 9, 7, 184, 198, 161, 150, 163, 1, 5, 2, 9, 8, 567, 832, 548, 539, 543, 0, 8, 5, 3, 7, 59, 73, 2, 8, 1, 3, 5, 4, 5, 1
