--- Reference Data ---
9423, 9016, 9204, 9386, 9719, 8819, 8260, 8443, 8286, 8364, 8434, 8223, 8437, 8256, 8418, 8198, 8272, 8377, 8256, 8485, 8860, 8675, 8626, 8696, 9009, 6, 5, 4, 2, 3
9419, 9016, 9203, 9386, 9718, 8820, 8260, 8444, 8286, 8364, 8436, 8223, 8438, 8256, 8418, 8199, 8272, 8374, 8256, 8487, 8858, 8675, 8621, 8696, 9008, 3, 5, 3, 2, 1
9419, 9016, 9203, 9386, 9718, 8820, 8260, 8444, 8286, 8364, 8436, 8223, 8438, 8256, 8418, 8199, 8272, 8374, 8256, 8487, 8858, 8675, 8621, 8696, 9008, 3, 5, 3, 2, 1
9419, 9016, 9203, 9386, 9718, 8820, 8260, 8444, 8286, 8364, 8436, 8226, 8438, 8258, 8418, 8199, 8269, 8374, 8262, 8487, 8858, 8678, 8621, 8703, 9008, 3, 5, 3, 5, 1
9419, 9017, 9203, 9391, 9718, 8820, 8261, 8444, 8287, 8364, 8436, 8226, 8438, 8258, 8418, 8199, 8269, 8374, 8262, 8487, 8858, 8678, 8621, 8703, 9008, 3, 5, 3, 5, 1
9419, 9017, 9203, 9391, 9718, 8820, 8261, 8444, 8287, 8364, 8436, 8226, 8438, 8258, 8418, 8199, 8269, 8374, 8262, 8487, 8858, 8678, 8621, 8703, 9008, 3, 5, 3, 5, 1
9419, 9017, 9203, 9391, 9718, 8820, 8261, 8444, 8287, 8364, 8436, 8226, 8438, 8258, 8418, 8199, 8269, 8374, 8262, 8487, 8858, 8678, 8621, 8703, 9008, 3, 5, 3, 5, 1
9419, 9017, 9203, 9391, 9718, 8820, 8261, 8444, 8287, 8364, 8436, 8226, 8438, 8258, 8418, 8199, 8269, 8374, 8262, 8487, 8858, 8678, 8621, 8703, 9008, 3, 5, 3, 5, 1
9419, 9017, 9203, 9391, 9718, 8820, 8261, 8444, 8287, 8364, 8436, 8226, 8438, 8258, 8418, 8199, 8269, 8374, 8262, 8487, 8858, 8678, 8621, 8703, 9008, 3, 5, 3, 5, 1
9419, 9017, 9203, 9391, 9718, 8820, 8261, 8444, 8287, 8364, 8436, 8226, 8438, 8258, 8418, 8199, 8269, 8374, 8262, 8487, 8858, 8678, 8621, 8703, 9008, 3, 5, 3, 5, 1
9419, 9017, 9203, 9391, 9718, 8820, 8261, 8444, 8287, 8364, 8436, 8226, 8438, 8258, 8418, 8199, 8269, 8374, 8262, 8487, 8858, 8678, 8621, 8703, 9008, 3, 5, 3, 5, 1
9419, 9017, 9203, 9391, 9718, 8820, 8261, 8444, 8287, 8364, 8436, 8226, 8438, 8258, 8418, 8199, 8269, 8374, 8262, 8487, 8858, 8678, 8621, 8703, 9008, 3, 5, 3, 5, 1
9419, 9017, 9203, 9391, 9718, 8820, 8261, 8444, 8287, 8364, 8436, 8226, 8438, 8258, 8418, 8199, 8269, 8374, 8262, 8487, 8858, 8678, 8621, 8703, 9008, 3, 5, 3, 5, 1
9419, 9017, 9203, 9391, 9718, 8820, 8261, 8444, 8287, 8364, 8436, 8226, 8438, 8258, 8418, 8199, 8269, 8374, 8262, 8487, 8858, 8678, 8621, 8703, 9008, 3, 5, 3, 5, 1
9419, 9017, 9203, 9391, 9718, 8820, 8261, 8444, 8287, 8364, 8438, 8226, 8437, 8258, 8414, 8202, 8269, 8372, 8262, 8483, 8858, 8678, 8624, 8703, 9007, 4, 5, 4, 5, 3
9422, 9017, 9204, 9391, 9721, 8825, 8261, 8446, 8287, 8364, 8438, 8226, 8437, 8258, 8414, 8202, 8269, 8372, 8262, 8483, 8858, 8678, 8624, 8703, 9007, 4, 5, 4, 5, 3
